id,x,y
1,10.0595619587971,12.8904495132233
2,10.1105631655715,12.9922975009849
3,10.1602670939808,11.1847796206078
4,10.2335229909051,11.9323356353695
5,10.245560294567,10.6379020465246
6,10.2482009484846,11.7235806892003
7,10.3029992648711,12.0674767184764
8,10.3474028316812,12.173938133328
9,10.4403957357273,11.7420522023082
10,10.4439884379196,11.0704143521119
11,10.4798726281763,12.7439516762955
12,10.4867648593792,12.0241031094037
13,10.4902532051402,11.3073638700356
14,10.4981635739689,10.8802664451266
15,10.5186552199214,12.9021869738131
16,10.5769007425816,12.8224842645952
17,10.5835915847502,13.2850470049256
18,10.6087840516139,11.626929269512
19,10.6127529848626,10.4446829666696
20,10.6386629790148,13.000048705961
21,10.6471263843275,12.3519272291887
22,10.6513120109986,13.5717424440071
23,10.6535041855031,14.1552868175368
24,10.6666114480131,12.9342624965156
25,10.6681857709683,11.1938310847652
26,10.6724520830532,13.2735015625291
27,10.7147401142512,11.9858400270817
28,10.7318694657061,11.7883120258172
29,10.7573171252954,11.257538185052
30,10.7670870750903,11.3776063392274
31,10.7730872915372,10.6696797428835
32,10.782940472332,11.8951792595351
33,10.7868501742097,12.4141236090785
34,10.7896601458129,11.4065813240852
35,10.8104682585391,12.6627468039176
36,10.8109154634247,11.7920977318766
37,10.823772886661,13.6062077814076
38,10.8578005556334,11.7134948613766
39,10.8624015463613,14.1411502452415
40,10.8724734719889,11.4066898939445
41,10.8845892445539,11.5440920702937
42,10.8989542916248,11.2702368421741
43,10.9069309171949,12.4482326450637
44,10.9213107454964,10.4741750514362
45,10.9226549015543,12.7990824898435
46,10.9241019883228,12.0842258942446
47,10.9313858706547,9.92414527350302
48,10.9534288412757,11.8890144818655
49,10.9624120344656,11.956749746945
50,10.9673417680283,9.97031327219279
51,10.9935378628128,11.4516183326533
52,100.000185993287,-17.9554107362443
53,100.001923865256,-20.3221314261878
54,100.005959933569,-20.5480196976232
55,100.008692704094,-20.10136694117
56,100.021191833607,-20.9503527104684
57,100.021506593172,-20.0381044171461
58,100.033840005347,-19.7097590322155
59,100.034439724081,-19.8777181452212
60,100.034955562282,-19.7957057878442
61,100.035479271976,-18.4604036174885
62,100.037171218695,-19.4381115905706
63,100.038165223174,-18.8436953163338
64,100.038265324299,-19.0306722456941
65,100.040540642896,-19.2188330849435
66,100.043001139329,-19.5995785731158
67,100.050688985019,-18.9366524906002
68,100.052532177913,-20.2933461634984
69,100.061686414841,-18.2939533224264
70,100.062691488757,-19.9191687348947
71,100.065805919658,-18.6271512140626
72,100.06625383847,-19.9711318255544
73,100.06708644375,-18.3382164395022
74,100.067959093911,-18.7799965485244
75,100.071237852729,-19.1819807330714
76,100.07508485292,-19.7896894650669
77,100.077716150353,-19.0664205507074
78,100.08049994127,-20.9264294205741
79,100.080648229108,-19.5337562877913
80,100.080991229513,-20.0732383533898
81,100.084028831759,-18.7788506677274
82,100.084651306267,-19.5416185017714
83,100.084781281431,-17.0305076760169
84,100.087849029264,-18.8679563886798
85,100.092071778724,-18.6172674990351
86,100.100436548631,-18.1003383809126
87,100.101623880803,-19.4967321978142
88,100.103866652484,-18.5558760002386
89,100.107912121575,-19.8712063685794
90,100.108755111899,-19.3901055102862
91,100.111461843564,-17.9967826604247
92,100.114014893718,-20.3864648656263
93,100.115422314254,-18.1220646827408
94,100.120426718084,-19.476643594989
95,100.12166212711,-18.6184517887539
96,100.122363356307,-18.6651767560816
97,100.12242097767,-20.6062552180913
98,100.126254910739,-20.3382481993604
99,100.129162280692,-20.2841968725094
100,100.13056880742,-18.8876111765843
101,100.131951247809,-20.5863864992115
102,100.133717975538,-21.3081131157986
103,100.135718971436,-20.0500859393272
104,100.135850398863,-18.3711437960047
105,100.13955051689,-17.9513354689582
106,100.13975482965,-21.0193499846915
107,100.143236442701,-21.0045429896605
108,100.143242338181,-20.1628533389588
109,100.145335054642,-19.9955730246449
