a0,a1,id
539.512024,411.975006,1
542.241028,147.626007,2
653.468994,370.727997,3
598.585999,284.882996,4
573.062988,294.562988,5
139.570007,401.381012,6
228.970001,281.992004,7
305.747009,94.350998,8
610.617004,167.190002,9
500.450012,118.780998,10
341.804993,361.755005,11
128.582993,81.598999,12
39.105000,381.265991,13
294.911987,421.480011,14
189.214005,322.730011,15
251.889008,69.384003,16
116.098999,296.382996,17
86.839996,307.898010,18
509.272003,429.165985,19
90.306999,73.486000,20
269.270996,163.341995,21
137.112000,289.688995,22
63.613998,406.865997,23
224.473007,92.762001,24
345.226013,306.391998,25
188.507996,282.093994,26
531.218994,468.524994,27
47.276001,338.063995,28
543.882019,319.738007,29
379.937988,97.189003,30
84.786003,158.792007,31
542.729980,307.096008,32
430.753998,387.635010,33
578.630005,455.946991,34
374.859009,346.170990,35
185.274002,91.510002,36
561.465027,397.192993,37
164.585999,286.822998,38
131.626999,166.382004,39
377.093994,66.892998,40
386.608002,289.194000,41
531.517029,393.152008,42
157.626999,205.548004,43
181.292999,148.632996,44
496.500000,219.106995,45
596.487000,299.589996,46
545.252991,396.721985,47
388.901001,386.545013,48
512.943970,271.191010,49
589.398987,453.752991,50
310.587006,434.139008,51
228.186005,404.265991,52
506.635010,61.938000,53
90.807999,151.570999,54
506.355988,340.463989,55
253.466995,414.664001,56
572.642029,309.684998,57
456.951996,309.308990,58
656.773010,117.589996,59
99.839996,113.858002,60
536.731018,342.661987,61
563.982971,190.306000,62
320.544006,334.019012,63
129.748001,415.173004,64
564.976990,405.808990,65
626.168030,325.358002,66
170.098007,278.631989,67
243.063004,441.615997,68
441.855988,166.511993,69
641.458008,402.427002,70
165.677002,258.368011,71
615.776001,123.528999,72
47.348000,173.026993,73
286.177002,342.243988,74
42.349998,154.636002,75
163.807999,359.445007,76
148.070007,264.644989,77
473.192993,318.136993,78
110.273003,148.951004,79
154.587997,342.123993,80
216.731003,284.403015,81
188.031006,106.501999,82
626.596985,408.743011,83
145.341003,168.382004,84
617.981018,186.985001,85
223.218002,98.852997,86
646.952026,121.884003,87
613.054993,198.557007,88
217.100006,353.244995,89
238.944000,336.570007,90
476.220001,155.419998,91
169.203995,62.771000,92
21.128000,311.597992,93
75.241997,182.811005,94
353.394989,417.424011,95
129.201004,68.598000,96
170.356995,371.300995,97
320.928009,424.826996,98
516.401978,86.344002,99
359.776001,423.584015,100
638.393982,86.559998,101
150.483002,75.369003,102
600.056030,427.462006,103
547.299988,454.506012,104
135.699997,272.295013,105
369.291992,363.919006,106
127.582001,87.001999,107
558.185974,327.880005,108
297.020996,261.791992,109
160.970993,335.471008,110
228.677002,408.656006,111
303.339996,79.885002,112
199.936996,144.559998,113
126.147003,426.477997,114
536.091980,243.266998,115
211.455994,169.444000,116
628.419006,173.817001,117
555.273987,280.162994,118
284.822998,433.441986,119
205.843994,156.134995,120
252.940002,342.634003,121
289.777008,85.092003,122
161.942001,107.855003,123
678.869995,439.984985,124
668.520996,441.214996,125
496.812988,353.347992,126
473.494995,40.794998,127
136.164993,234.908997,128
331.536987,277.278992,129
227.753998,161.722000,130
29.653999,94.833000,131
59.145000,134.664993,132
567.411011,281.058014,133
345.661011,333.121002,134
410.204010,399.162994,135
427.972992,313.829010,136
544.440979,446.593994,137
199.862000,417.181000,138
314.308990,322.428986,139
50.758999,82.452003,140
584.989990,401.860992,141
435.265991,158.348999,142
43.442001,345.700989,143
105.735001,266.322998,144
167.479004,175.306000,145
154.638000,357.752991,146
390.036987,278.677002,147
590.210022,288.769012,148
639.905029,111.399002,149
606.062988,138.800003,150
561.278015,295.947998,151
318.694000,369.308990,152
242.164993,274.343994,153
644.638000,102.209999,154
102.455002,162.998001,155
419.838989,290.972992,156
539.109009,215.755005,157
188.621994,417.372986,158
375.708008,399.623993,159
361.789001,349.989014,160
605.158020,394.075012,161
30.992001,171.520996,162
221.783005,106.579002,163
205.268997,138.574005,164
185.667999,335.604004,165
424.294006,97.509003,166
523.036011,399.070007,167
631.953003,90.276001,168
177.535004,415.957001,169
334.993011,339.566010,170
513.419983,414.022003,171
201.416000,163.787994,172
75.614998,461.579010,173
645.271973,89.614998,174
503.428986,236.263000,175
312.492004,210.246994,176
606.664001,427.973999,177
481.533997,161.421997,178
517.442017,406.076996,179
237.694000,108.414001,180
447.132996,312.509003,181
522.184021,366.365997,182
428.716003,279.231995,183
657.953979,380.846008,184
125.621002,323.664001,185
203.886993,440.687012,186
138.916000,419.429993,187
530.117004,253.397995,188
162.988007,421.220001,189
423.479004,292.575989,190
525.344971,249.365005,191
445.312012,133.772995,192
52.852001,51.333000,193
652.184021,369.588989,194
522.461975,396.860992,195
560.739014,344.040009,196
68.316002,152.404007,197
113.525002,399.234985,198
361.204010,261.708008,199
35.911999,370.350006,200
631.922974,124.433998,201
426.097992,131.962997,202
29.856001,350.191010,203
444.186005,74.773003,204
517.953003,434.911011,205
330.317993,93.491997,206
89.978996,99.889999,207
368.223999,83.125000,208
368.832001,354.847992,209
260.459991,243.822006,210
257.160004,281.057007,211
435.975006,303.593994,212
403.571991,402.153015,213
403.135010,307.951996,214
324.640015,316.003998,215
526.518982,373.040009,216
613.237976,177.156998,217
349.595001,361.018005,218
368.648010,321.579010,219
466.888000,218.477997,220
209.759003,90.274002,221
194.893997,145.770996,222
544.416992,304.859985,223
606.672974,393.790009,224
336.544006,378.734009,225
598.466003,375.536987,226
40.381001,148.067993,227
217.701004,69.130997,228
623.314026,416.785004,229
309.382996,352.445007,230
79.310997,284.882996,231
151.524994,100.473000,232
576.856995,319.355988,233
220.875000,78.129997,234
119.988998,91.217003,235
315.947998,355.893005,236
346.309998,345.015015,237
426.153015,292.544006,238
440.257996,101.383003,239
247.341995,162.660995,240
659.093018,306.937012,241
324.884003,170.819000,242
66.556000,173.718994,243
571.239014,104.254997,244
210.753006,253.785995,245
637.757996,346.757996,246
603.078979,404.593994,247
74.904999,410.269012,248
229.238007,179.164993,249
512.989014,248.854996,250
183.524994,168.171005,251
528.343994,223.132996,252
571.421021,153.628006,253
322.877991,181.177002,254
208.623993,105.845001,255
257.717987,412.964996,256
191.507996,423.796997,257
544.466980,205.031006,258
183.649002,69.685997,259
269.045990,415.209015,260
657.117004,452.665009,261
341.696014,375.322998,262
113.268997,397.282990,263
632.650024,178.970993,264
253.363007,93.762001,265
521.940002,319.312012,266
512.971008,346.678009,267
242.242004,70.839996,268
343.147003,94.478996,269
667.140015,364.032990,270
156.889999,150.130997,271
173.425995,425.682007,272
462.584991,46.923000,273
205.884003,183.192993,274
582.677002,215.259003,275
321.800995,253.264008,276
517.664978,70.057999,277
257.065002,103.917999,278
443.221985,101.127998,279
261.802002,258.218994,280
377.427002,277.386993,281
637.023010,204.921005,282
613.468994,239.093002,283
288.195007,413.503998,284
583.867004,453.852997,285
549.935974,207.559006,286
163.863007,272.687988,287
535.000000,155.746002,288
330.765015,363.645996,289
665.755005,327.566986,290
152.292007,347.648987,291
337.131012,362.058990,292
631.010986,443.962006,293
245.641998,426.362000,294
95.161003,416.279999,295
376.446014,211.813004,296
508.174011,429.858002,297
608.848999,248.307007,298
480.692993,159.154999,299
601.304016,87.805000,300
40.584000,245.417007,301
108.983002,81.510002,302
178.016006,402.902008,303
518.534973,439.873993,304
311.152008,344.179993,305
305.458008,38.550999,306
275.852997,415.115997,307
271.557007,391.984985,308
425.753998,121.133003,309
436.927002,140.483994,310
271.466003,280.044006,311
168.973999,251.395004,312
144.906998,113.889000,313
449.123993,129.988998,314
131.936996,149.259003,315
382.863007,386.951996,316
476.023010,341.609009,317
344.265015,413.817993,318
318.313995,91.872002,319
639.960999,256.539001,320
176.649994,371.484985,321
632.093994,426.829010,322
523.307007,433.528992,323
126.763000,272.737000,324
518.202026,424.382996,325
563.268005,318.037994,326
656.109985,136.136002,327
