a0,a1,id
121.561996,81.001999,1
762.096985,70.461998,2
127.569000,113.457001,3
95.467003,116.822998,4
652.234009,60.743000,5
324.015991,91.058998,6
639.747986,109.970001,7
360.282013,38.381001,8
306.850006,71.127998,9
484.187012,87.379997,10
393.657013,84.093002,11
506.434998,122.746002,12
112.581001,19.120001,13
228.705002,74.679001,14
649.466003,77.259003,15
768.130005,109.450996,16
747.573975,84.311996,17
775.633972,78.057999,18
241.565002,83.218002,19
682.984985,77.012001,20
577.830994,106.556999,21
253.660995,77.766998,22
64.115997,94.832001,23
55.554001,77.417000,24
548.424011,67.278999,25
733.078003,83.186996,26
310.682007,80.522003,27
745.864014,142.261002,28
290.442993,155.729996,29
598.054016,106.678001,30
87.004997,36.759998,31
639.640991,46.352001,32
119.848000,119.064003,33
60.721001,116.612999,34
722.375000,48.498001,35
691.056030,77.653000,36
635.617004,104.271004,37
725.528015,89.980003,38
510.291992,66.658997,39
619.107971,126.945999,40
611.562988,121.912003,41
312.510010,81.755997,42
640.291016,99.178001,43
373.234985,45.612999,44
375.992004,91.449997,45
232.694000,109.503998,46
605.695007,33.347000,47
624.918030,76.685997,48
463.015991,70.754997,49
292.125000,55.312000,50
521.155029,65.891998,51
748.950012,118.772003,52
627.442993,148.744003,53
319.139008,114.913002,54
374.606995,90.989998,55
473.226013,86.073997,56
460.148987,87.914001,57
589.187012,41.852001,58
66.552002,102.445000,59
428.223999,81.871002,60
719.450989,41.173000,61
643.057007,88.280998,62
319.290985,114.130997,63
552.572021,91.389000,64
372.127014,101.216003,65
219.613007,124.125999,66
305.470001,75.464996,67
190.897995,63.881001,68
669.844971,77.023003,69
747.578003,82.941002,70
612.718018,127.416000,71
650.607971,85.202003,72
562.491028,77.732002,73
99.407997,123.476997,74
373.578003,47.561001,75
119.271004,41.755001,76
320.598999,102.574997,77
473.028015,97.907997,78
386.785004,61.125999,79
43.040001,145.251007,80
730.557983,89.420998,81
392.695007,89.742996,82
315.665985,79.015999,83
714.502991,103.897003,84
72.172997,36.658001,85
742.702026,44.070000,86
232.733002,85.996002,87
589.484985,28.806999,88
510.835999,114.318001,89
458.407990,95.913002,90
544.504028,32.652000,91
358.075012,35.200001,92
641.109009,97.644997,93
271.841003,76.975998,94
686.612000,37.124001,95
451.606995,119.617996,96
597.505981,111.469002,97
506.488007,45.852001,98
191.632996,73.132004,99
220.776993,113.158997,100
594.893982,104.123001,101
507.376007,103.654999,102
342.789001,34.183998,103
223.962997,84.974998,104
74.682999,77.225998,105
50.952999,91.820999,106
641.023010,116.862999,107
687.879028,76.602997,108
447.983002,61.563999,109
195.001007,49.942001,110
637.169983,56.174999,111
107.400002,94.708000,112
124.691002,88.194000,113
286.438995,147.785995,114
79.572998,124.060997,115
516.916016,75.572998,116
93.746002,90.277000,117
182.621002,154.496002,118
187.882004,94.653999,119
166.625000,141.270004,120
776.242981,123.374001,121
651.091980,111.934998,122
372.493011,54.273998,123
372.528015,122.831001,124
520.409973,60.632000,125
477.234985,35.341999,126
367.325012,148.106995,127
611.195984,40.414001,128
206.240005,76.779999,129
599.150024,114.672997,130
450.311005,123.221001,131
102.848000,76.717003,132
620.140991,42.645000,133
260.604004,75.376999,134
197.102005,38.658001,135
241.089996,83.378998,136
458.634003,51.484001,137
634.554993,121.371002,138
332.700012,116.450996,139
486.208008,39.754002,140
235.893005,82.325996,141
110.369003,35.653000,142
305.644012,82.112000,143
718.070984,109.137001,144
317.049011,71.785004,145
188.914001,90.891998,146
341.954010,113.425003,147
48.502998,96.016998,148
604.322021,109.995003,149
636.380981,38.622002,150
527.085999,135.666000,151
69.582001,43.792000,152
335.645996,33.296001,153
248.576004,76.853996,154
141.582993,68.907997,155
498.319000,38.799999,156
457.346985,98.192001,157
658.244019,109.745003,158
459.993011,33.548000,159
460.234009,33.227001,160
245.024002,49.400002,161
346.335999,44.568001,162
376.609009,90.900002,163
94.543999,121.655998,164
644.026001,71.632004,165
714.637024,122.553001,166
430.699005,127.126999,167
741.916016,78.759003,168
513.549988,95.879997,169
225.423996,36.782001,170
55.263000,111.043999,171
493.289001,36.257000,172
68.233002,119.808998,173
146.214005,63.529999,174
233.895996,123.693001,175
478.216003,88.043999,176
120.879997,91.778999,177
717.382996,94.103996,178
732.570984,48.646999,179
779.166992,37.557999,180
339.597992,33.405998,181
488.567993,107.682999,182
459.346008,61.339001,183
593.408997,65.935997,184
720.168030,48.491001,185
77.405998,123.671997,186
195.647995,96.322998,187
82.730003,124.036003,188
282.707001,77.032997,189
381.621002,53.877998,190
354.424988,31.010000,191
456.967987,53.887001,192
384.653015,48.089001,193
588.317017,58.639000,194
112.978996,81.394997,195
200.477997,120.681000,196
29.712000,141.990005,197
642.692993,43.034000,198
486.373993,80.212997,199
515.658997,69.102997,200
636.481995,51.926998,201
587.796021,85.054001,202
510.266998,104.704002,203
778.062988,114.960999,204
423.183990,24.643000,205
767.116028,85.416000,206
461.837006,119.569000,207
758.236023,49.355999,208
72.792000,76.675003,209
530.013000,13.297000,210
320.278992,140.518005,211
508.720001,57.502998,212
249.076996,40.504002,213
72.396004,112.041000,214
74.106003,45.660000,215
516.254028,45.930000,216
623.921997,84.581001,217
440.533997,113.839996,218
456.123993,44.028000,219
375.730011,66.107002,220
317.127991,75.265999,221
745.804993,79.991997,222
604.692993,122.417000,223
59.950001,60.261002,224
56.124001,45.519001,225
623.828979,44.862000,226
254.873993,43.712002,227
354.355011,115.925003,228
629.955017,82.207001,229
121.353996,44.779999,230
380.589996,56.901001,231
584.755981,75.643997,232
354.960999,45.889999,233
329.510986,37.330002,234
765.323975,115.348999,235
218.179993,117.703003,236
220.067001,115.468002,237
654.763000,105.094002,238
597.067993,38.337002,239
227.815002,120.308998,240
515.130005,62.080002,241
311.639008,53.271000,242
86.838997,112.572998,243
240.677994,46.609001,244
77.702003,120.695000,245
456.873993,49.208000,246
514.293030,124.474998,247
644.585022,105.522003,248
91.213997,116.904999,249
206.981995,135.457001,250
252.604996,140.686996,251
198.126999,46.876999,252
344.164001,109.220001,253
718.526978,87.886002,254
471.446014,82.787003,255
317.475006,73.103996,256
165.574005,33.465000,257
61.921001,101.186996,258
475.976013,82.362000,259
590.539001,81.307999,260
170.145004,155.447998,261
646.815002,83.851997,262
514.857971,76.901001,263
728.578003,35.976002,264
267.953003,75.455002,265
729.471985,121.225998,266
60.960999,51.125000,267
754.866028,46.094002,268
730.203003,93.639999,269
724.851013,45.264000,270
490.066986,43.081001,271
588.690979,109.891998,272
130.192993,105.751999,273
748.648987,111.066002,274
746.942017,76.223999,275
539.489014,90.940002,276
541.929016,127.425003,277
712.724976,144.891006,278
449.040009,104.528999,279
617.327026,111.441002,280
323.906006,102.872002,281
733.588013,114.431000,282
733.280029,98.421997,283
732.362000,108.734001,284
654.760986,90.551003,285
214.742996,33.264999,286
481.746002,35.120998,287
482.748993,123.777000,288
723.031982,34.172001,289
326.950012,105.859001,290
575.088989,85.667000,291
609.604980,54.159000,292
97.473000,36.771000,293
349.131012,115.434998,294
635.658997,90.713997,295
653.192017,123.058998,296
607.773010,42.727001,297
630.557007,110.401001,298
638.122009,130.636002,299
735.413025,36.313999,300
575.568970,61.026001,301
214.223007,74.651001,302
505.901001,109.557999,303
323.751007,71.248001,304
761.765015,76.658997,305
113.734001,44.337002,306
501.509003,105.337997,307
456.885986,53.452999,308
363.040985,49.860001,309
97.542000,41.840000,310
479.365997,97.571999,311
312.683014,91.047997,312
731.729980,97.913002,313
454.174988,104.261002,314
634.804993,80.237000,315
511.489990,48.262001,316
325.207001,103.552002,317
112.780998,75.331001,318
469.407990,48.069000,319
340.763000,121.973000,320
112.139000,80.018997,321
623.056030,79.277000,322
189.630005,80.799004,323
70.598999,22.525999,324
757.075989,82.582001,325
716.789978,47.769001,326
374.500000,108.632004,327
585.893005,74.487999,328
99.327003,125.017998,329
506.686005,132.815002,330
316.385986,114.765999,331
105.468002,87.914001,332
294.684998,145.556000,333
638.007019,116.456001,334
602.757996,76.123001,335
736.614990,82.389000,336
600.856995,112.572998,337
280.170013,148.347000,338
636.705017,87.373001,339
367.194000,48.153000,340
389.317993,63.409000,341
646.510986,103.810997,342
414.638000,63.569000,343
67.612000,42.780998,344
373.750000,65.441002,345
73.835999,120.942001,346
76.848999,33.679001,347
456.085999,124.142998,348
718.585022,75.518997,349
325.915009,37.278999,350
196.199997,123.250000,351
131.039001,95.668999,352
323.882996,66.717003,353
245.276993,74.607002,354
380.727997,97.744003,355
61.117001,71.336998,356
317.515991,66.817001,357
381.057007,74.556999,358
233.296005,35.564999,359
646.200012,102.698997,360
449.213989,115.244003,361
38.134998,100.431000,362
92.373001,116.985001,363
214.320999,40.272999,364
47.889000,88.983002,365
123.072998,117.290001,366
597.455994,114.324997,367
478.187012,100.845001,368
516.257019,110.060997,369
598.080994,106.263000,370
318.187988,50.865002,371
762.234985,84.317001,372
503.239014,39.624001,373
612.283997,124.098000,374
580.510986,74.653999,375
741.388977,43.433998,376
246.483994,47.466999,377
346.196014,77.098000,378
481.609009,48.400002,379
221.410995,78.369003,380
187.451004,39.035999,381
211.093002,115.195000,382
187.238007,36.340000,383
318.627014,80.188004,384
742.396973,120.265999,385
446.730988,53.408001,386
714.883972,65.612000,387
613.294983,107.806000,388
383.602997,22.679001,389
644.031982,88.795998,390
504.381012,122.030998,391
463.654999,106.723000,392
514.916992,88.985001,393
610.455994,110.271004,394
723.648010,74.719002,395
240.929001,114.410004,396
605.848022,114.207001,397
308.657990,66.902000,398
273.580994,76.400002,399
447.397003,71.400002,400
96.931000,119.228996,401
80.500999,110.503998,402
390.044006,68.610001,403
720.513000,141.414993,404
627.424011,33.396999,405
535.291016,29.250000,406
137.223007,75.948997,407
85.794998,119.757004,408
117.364998,52.518002,409
772.666992,46.669998,410
132.701004,38.698002,411
655.120972,138.434006,412
732.499023,40.480000,413
363.544006,43.942001,414
638.815979,45.308998,415
376.412994,43.484001,416
747.866028,112.330002,417
195.792007,55.717999,418
725.786987,82.227997,419
752.151001,35.534000,420
787.013000,57.119999,421
316.436005,64.470001,422
652.172974,53.952999,423
616.737976,40.973999,424
377.803986,90.482002,425
612.395996,43.147999,426
186.153000,70.900002,427
536.961975,44.235001,428
445.260986,132.884995,429
657.872009,111.627998,430
75.611000,39.490002,431
334.273010,108.885002,432
501.523987,107.253998,433
69.015999,122.038002,434
237.701004,44.909000,435
760.187988,41.395000,436
608.752991,94.313004,437
752.627014,114.657997,438
449.787994,79.367996,439
328.247986,44.768002,440
59.729000,55.172001,441
76.144997,95.288002,442
636.822021,110.195000,443
360.457001,120.338997,444
314.701996,90.444000,445
210.401001,47.063999,446
81.295998,43.244999,447
188.871002,89.362999,448
375.054993,51.243999,449
730.392029,49.308998,450
114.836998,45.188000,451
416.122009,111.617996,452
200.320999,34.713001,453
381.583008,56.000999,454
223.955994,115.324997,455
718.802002,72.248001,456
461.272003,111.997002,457
452.912994,48.078999,458
56.102001,48.581001,459
759.960022,48.112000,460
386.213013,98.874001,461
198.949005,40.132999,462
515.137024,49.987999,463
585.460022,105.708000,464
125.402000,47.716999,465
47.867001,71.237000,466
701.067017,112.625000,467
315.812988,81.093002,468
784.960022,95.725998,469
218.315002,39.382000,470
764.117981,110.289001,471
407.088013,56.320999,472
201.990005,37.337002,473
720.948975,87.450996,474
782.750977,45.714001,475
377.333008,95.078003,476
645.482971,84.998001,477
161.552002,77.306999,478
200.675003,123.526001,479
735.551025,49.726002,480
581.411011,100.612000,481
483.709015,84.264999,482
226.358002,113.830002,483
273.753998,150.929993,484
45.897999,83.647003,485
337.411987,64.950996,486
335.345001,114.278999,487
124.755997,124.577003,488
221.621994,80.503998,489
124.404999,79.027000,490
590.122986,79.918999,491
624.674988,42.081001,492
238.608002,85.845001,493
215.959000,121.738998,494
88.910004,75.035004,495
55.020000,98.775002,496
455.427002,47.997002,497
502.307007,87.681999,498
199.097000,77.605003,499
719.013000,109.738998,500
608.138977,131.173996,501
321.855011,113.848000,502
44.431000,115.691002,503
490.402008,80.307999,504
322.350006,65.544998,505
118.625999,116.647003,506
251.115005,40.046001,507
434.205994,125.711998,508
453.329010,78.334000,509
746.468018,74.222000,510
147.078995,115.809998,511
349.657013,119.074997,512
302.101990,147.591003,513
496.903015,46.167000,514
614.900024,117.875999,515
657.495972,64.501999,516
110.531998,96.348999,517
378.364014,92.113998,518
602.546997,75.367996,519
632.309998,84.849998,520
516.744019,77.305000,521
188.744995,93.454002,522
636.822998,48.835999,523
629.778015,112.917000,524
462.671997,105.670998,525
511.330994,93.209000,526
574.663025,79.385002,527
383.520996,57.668999,528
283.481995,101.497002,529
72.578003,123.296997,530
504.261993,100.850998,531
70.746002,44.847000,532
477.634003,78.886002,533
94.559998,127.821999,534
110.285004,42.582001,535
594.096985,45.705002,536
471.114990,83.774002,537
579.575012,102.103996,538
628.914001,75.033997,539
124.621002,107.408997,540
374.635010,38.266998,541
217.763000,85.509003,542
236.085007,82.991997,543
722.924011,62.640999,544
565.052979,76.622002,545
587.325989,49.195999,546
58.962002,96.345001,547
484.980988,33.520000,548
600.620972,125.098000,549
714.580017,118.022003,550
80.141998,33.770000,551
723.091003,35.977001,552
607.606995,41.668999,553
52.320999,52.715000,554
373.691986,49.374001,555
715.385010,123.992996,556
482.734985,85.832001,557
373.075012,51.812000,558
74.272003,40.126999,559
594.692993,63.860001,560
590.846985,69.274002,561
340.673004,44.188000,562
518.547974,101.764000,563
352.028015,38.962002,564
127.146004,110.820999,565
617.158020,39.564999,566
458.807007,105.427002,567
359.612000,40.360001,568
648.659973,47.237999,569
502.566010,46.798000,570
454.217987,105.806999,571
508.088013,116.495003,572
657.398987,104.573997,573
631.976013,33.683998,574
82.982002,65.181999,575
190.996994,100.835999,576
399.477997,80.829002,577
715.263977,59.669998,578
68.992996,41.724998,579
99.807999,39.141998,580
737.036987,73.225998,581
117.718002,85.342003,582
226.822006,37.903000,583
562.882996,76.939003,584
261.825012,117.924004,585
375.891998,61.019001,586
103.977997,99.565002,587
585.307007,104.587997,588
446.941010,94.386002,589
632.310974,123.223999,590
453.459015,124.425003,591
591.888000,39.032001,592
230.750000,78.650002,593
330.523010,34.320999,594
717.791016,72.068001,595
647.604980,93.940002,596
53.089001,76.605003,597
225.591995,42.390999,598
778.695007,124.470001,599
379.261993,88.095001,600
657.922974,103.595001,601
211.589005,115.297997,602
196.983002,52.758999,603
757.940979,114.609001,604
771.677979,39.484001,605
505.559998,109.914001,606
760.958984,111.846001,607
636.276978,109.405998,608
402.623993,76.910004,609
67.650002,96.064003,610
496.134003,82.702003,611
194.766006,22.417999,612
515.169006,75.349998,613
61.528999,76.902000,614
431.587006,77.819000,615
331.618988,107.387001,616
750.400024,121.508003,617
115.374001,58.403000,618
193.738007,110.126999,619
620.833008,37.905998,620
370.953003,116.053001,621
723.328979,87.245003,622
67.000000,130.483994,623
290.220001,76.492996,624
752.010010,123.411003,625
607.728027,110.402000,626
81.225998,128.628998,627
605.914001,77.043999,628
366.194000,37.173000,629
210.070007,85.547997,630
617.458008,39.504002,631
492.257996,37.300999,632
58.765999,45.608002,633
730.297974,51.612000,634
107.386002,84.526001,635
621.695007,90.092003,636
775.448975,117.639000,637
348.665009,34.284000,638
84.305000,119.653999,639
731.643982,74.338997,640
356.899994,125.509003,641
392.701996,95.237999,642
736.111023,111.742996,643
585.489990,153.386993,644
474.352997,48.980000,645
690.400024,12.706000,646
226.703995,112.606003,647
52.358002,85.275002,648
360.231995,113.142998,649
776.388000,81.813004,650
638.775024,58.264000,651
635.723022,121.239998,652
487.322998,44.702999,653
520.250977,116.444000,654
186.384003,122.606003,655
92.865997,115.220001,656
127.524002,114.987999,657
504.636993,74.035004,658
324.864014,100.156998,659
275.432007,62.660999,660
716.208984,36.890999,661
658.942017,89.302002,662
73.527000,107.848000,663
587.070984,54.419998,664
160.617004,33.687000,665
247.115997,77.392998,666
375.763000,61.162998,667
349.947998,75.222000,668
760.780029,49.737999,669
254.727005,34.561001,670
385.921997,91.736000,671
120.914001,48.553001,672
716.460022,67.988998,673
313.312012,89.991997,674
99.835999,111.839996,675
45.966999,75.495003,676
771.918030,125.748001,677
652.929016,75.152000,678
126.579002,54.200001,679
578.164978,55.646000,680
466.490997,76.535004,681
219.811996,81.246002,682
51.901001,129.061996,683
760.203003,110.070000,684
310.872009,51.444000,685
597.422974,111.529999,686
187.380997,63.266998,687
480.033997,50.842999,688
87.691002,127.788002,689
482.487000,74.660004,690
591.072998,80.839996,691
453.000000,55.894001,692
186.498993,83.205002,693
446.617004,59.346001,694
307.355011,85.875000,695
461.549011,57.303001,696
94.055000,124.463997,697
203.990005,84.905998,698
666.234009,77.767998,699
210.414001,43.785000,700
101.857002,111.510002,701
594.354980,113.224998,702
765.491028,127.815002,703
500.203003,114.540001,704
784.140991,121.405998,705
190.565994,33.932999,706
447.739990,78.883003,707
191.725006,80.222000,708
213.106995,99.636002,709
758.840027,155.735992,710
374.403015,45.111000,711
90.801003,44.462002,712
368.591003,103.704002,713
98.013000,83.653000,714
101.156998,37.469002,715
315.449005,104.575996,716
502.303986,110.772003,717
562.302979,150.018005,718
705.145020,76.667999,719
364.774994,100.550003,720
610.427979,124.375999,721
512.057983,97.889000,722
108.263000,118.713997,723
626.278015,77.695000,724
443.614014,19.959000,725
514.213989,50.640999,726
196.563004,120.260002,727
326.441986,55.647999,728
376.013000,73.081001,729
590.890991,83.945000,730
201.514008,112.491997,731
475.888000,40.306999,732
394.985992,33.742001,733
477.382996,75.670998,734
766.357971,109.095001,735
447.920013,75.249001,736
147.552994,14.651000,737
447.490997,125.247002,738
126.719002,61.296001,739
234.686005,101.702003,740
723.314026,105.872002,741
510.557007,65.468002,742
243.421997,36.478001,743
323.790985,42.522999,744
788.010986,144.115997,745
333.335999,48.932999,746
485.140015,129.085999,747
211.873993,74.392998,748
469.914001,86.570000,749
652.184998,92.678001,750
490.072998,43.262001,751
679.107971,136.326996,752
103.217003,84.511002,753
