id, a0, a1, class
11,-0.499261,-0.0612356,0
12,-1.51369,0.265446,0
13,-1.60321,0.362039,0
14,-1.69928,-0.384246,0
15,-2.29929,-0.358038,0
16,-1.63458,-0.129039,0
17,-1.48285,-0.450253,0
18,-1.56683,0.241292,0
19,-2.25832,-0.118366,0
20,-1.48695,-0.226327,0
21,-0.711746,-0.655026,0
22,-1.18149,-0.117645,0
23,-0.748501,0.0398234,0
24,-1.54619,0.271163,0
25,-2.23412,-0.0707176,0
26,-2.09035,-0.580596,0
27,-2.19918,-0.364972,0
28,-2.29264,-0.384073,0
29,-1.71823,-0.411015,0
30,-2.45656,-0.528023,0
31,-0.551482,-0.289495,0
32,-0.136403,-0.443648,0
33,-1.79109,-0.20819,0
34,-1.23299,-0.0566847,0
35,-2.16965,-0.398822,0
36,-2.04045,0.429838,0
37,-1.68399,-0.201117,0
38,-1.46419,-0.0441746,0
39,-1.13619,-0.892017,0
40,-1.51035,-0.921798,0
41,-1.50599,-0.752517,0
42,-1.23767,0.389077,0
43,-2.43665,-0.218041,0
44,-1.35069,-0.3323,0
45,-1.01149,-0.0714108,0
46,-2.36843,-0.587694,0
47,-0.475282,-0.558479,0
48,-1.7325,-0.249313,0
49,-1.07224,-0.201785,0
50,-2.81079,-0.242085,0
51,-0.451435,-0.318935,0
52,-2.45931,-0.296224,0
53,-1.09573,0.178281,0
54,-0.798153,0.105336,0
55,-1.40704,-0.694274,0
56,-2.04748,0.124415,0
57,-0.388075,-0.210231,0
58,-2.45275,0.0894885,0
59,-2.47512,0.22881,0
60,-0.777604,-0.128458,0
61,-1.61801,-0.215364,0
62,-2.34644,-0.129468,0
63,-0.587985,0.0297594,0
64,-2.54921,-0.272282,0
65,-2.33773,0.265582,0
66,-1.08436,-0.233094,0
67,-1.7235,0.240157,0
68,-1.112,-0.195613,0
69,-0.577581,-0.428117,0
70,-2.51468,-0.24391,0
71,-2.31301,-0.294402,0
72,-1.30393,0.114933,0
73,-1.17892,0.00162141,0
74,-2.17878,-0.0703754,0
75,-0.380086,0.278372,0
76,-0.685583,-0.466433,0
77,-0.450885,-0.596072,0
78,-1.08188,0.165561,0
79,-2.07714,-0.7923,0
80,-1.18183,-0.747411,0
81,-1.70054,-0.616073,0
82,-0.458942,-0.326455,0
83,-1.87041,0.173688,0
84,-2.18208,-0.276524,0
85,-0.72682,-0.28366,0
86,-1.44688,-0.309433,0
87,-0.425964,-0.395437,0
88,-1.79028,-0.371134,0
89,-1.05989,0.336678,0
90,-1.22423,0.385848,0
91,-1.01251,-0.0440229,0
92,-2.1894,-0.800676,0
93,-0.610214,-0.166977,0
94,-1.19969,-0.296873,0
95,-1.1779,-0.460586,0
96,-1.23628,0.338048,0
97,-2.59617,0.000440827,0
98,-0.523092,-0.189226,0
99,-2.26986,-0.701232,0
100,-0.920545,-0.253044,0
101,-2.2716,-0.153357,0
102,-1.26909,-0.701825,0
103,-1.34999,-0.188381,0
104,-0.491468,-0.439245,0
105,-0.866125,-0.535217,0
106,-0.948274,-0.422032,0
107,-0.856172,-0.0811541,0
108,-1.46376,-0.106444,0
109,-0.503948,-0.186919,0
110,-1.35059,-0.298855,0
111,-1.32845,0.0738312,0
112,-1.46803,-0.463483,0
113,-2.52355,-0.0288518,0
114,-1.70461,-0.308081,0
115,-1.79833,-0.567348,0
116,-2.08134,-0.626047,0
117,-1.9585,-0.483281,0
118,-1.05918,-0.65755,0
119,-1.38138,0.385008,0
120,-0.370573,-0.177124,0
121,-1.78802,0.166309,0
122,-0.0956844,-0.241934,0
123,-1.58697,-0.499115,0
124,-0.214031,-0.249106,0
