id, a0, a1, class
8,1.00007,40.9378,0
9,0.99736,41.1714,0
10,0.134799,41.8113,0
11,2.47585,41.6346,0
12,-3.0587,41.3887,0
13,0.73266,41.4888,0
14,0.35745,41.8429,0
15,0.157674,41.7513,0
16,2.69103,41.8298,0
17,0.536346,41.5344,0
18,2.46873,41.4813,0
19,-1.91946,40.8824,0
20,3.44394,41.3349,0
21,2.88157,41.1534,0
22,-0.53933,41.4057,0
23,-0.0276636,41.1127,0
24,0.0933292,41.0051,0
25,0.209173,41.7993,0
26,-0.0668266,41.7829,0
27,1.79969,42.3177,0
28,0.510155,41.6298,0
29,0.138588,41.1531,0
30,-0.0175984,41.694,0
31,0.618498,41.4093,0
32,-2.63433,41.9534,0
33,2.01141,41.222,0
34,5.57577,41.5869,0
35,1.40539,41.53,0
36,3.55797,41.8688,0
37,2.68052,41.3868,0
38,2.95654,41.486,0
39,-0.391807,41.2361,0
40,4.00381,41.4221,0
41,1.44796,41.0426,0
42,0.201187,41.4562,0
43,0.795719,41.6564,0
44,0.502018,41.5292,0
45,0.290078,41.6987,0
46,1.19913,40.799,0
47,-1.28096,41.1171,0
48,0.030134,41.4093,0
49,1.99597,41.7064,0
50,3.11367,41.4872,0
51,0.546399,41.5257,0
52,-1.00433,41.3616,0
53,1.22587,42.0243,0
54,-0.202468,41.863,0
55,-1.40362,40.9709,0
56,0.977844,40.6544,0
57,2.66858,41.613,0
58,3.87692,41.5591,0
59,2.62824,41.4168,0
60,2.06543,41.3289,0
61,-1.63482,41.3223,0
62,2.00123,41.8628,0
63,3.64504,42.0131,0
64,-2.36311,41.4501,0
65,2.6411,41.6433,0
66,-2.92099,40.9228,0
67,1.66685,41.3844,0
68,1.35976,41.4936,0
69,2.40343,42.0717,0
70,-0.156466,41.3901,0
71,-0.149501,41.3361,0
72,2.31285,41.3771,0
73,2.73428,41.6682,0
74,0.703931,40.8069,0
75,2.65785,41.2811,0
76,4.18733,41.6706,0
77,0.21038,41.3822,0
78,-2.37222,41.5596,0
79,2.14842,42.1958,0
80,3.90696,41.487,0
81,0.805582,40.9885,0
82,2.88554,41.7446,0
83,0.4224,41.6881,0
84,4.28893,41.7292,0
85,0.709065,41.6168,0
86,-1.114,41.4017,0
87,0.00767159,41.3293,0
88,2.98833,41.0246,0
89,-0.895292,41.5051,0
90,3.71451,41.4277,0
91,-0.34788,40.9151,0
92,3.6333,41.5624,0
93,3.86924,41.0564,0
94,-0.228855,40.791,0
95,3.10995,41.9408,0
96,2.41484,41.1329,0
97,3.09267,41.8441,0
98,-1.40569,40.9844,0
99,2.83167,41.5767,0
100,-2.08925,41.8549,0
101,-0.0413047,41.4111,0
102,0.99321,41.2289,0
103,5.49799,42.229,0
104,4.56593,41.3131,0
105,2.62767,41.2001,0
106,1.86702,41.0572,0
107,0.99447,40.9706,0
108,1.35799,41.9985,0
109,0.965753,41.2944,0
110,5.09559,41.0741,0
111,1.36247,41.1762,0
112,1.69922,41.2959,0
113,3.16355,41.7048,0
114,5.25389,41.8303,0
115,0.531934,41.5568,0
116,3.28948,41.5843,0
117,0.10212,41.6421,0
118,-2.09836,41.0296,0
119,1.1946,41.225,0
120,0.0879961,41.7027,0
121,-0.344577,41.9871,0
122,-0.195498,41.2088,0
123,2.2287,41.8828,0
124,3.68595,41.7489,0
125,2.78496,41.4375,0
126,-1.03866,41.3832,0
127,0.83488,40.8743,0
128,1.10206,41.6165,0
129,2.73045,42.2562,0
130,1.85942,42.4662,0
131,-2.90953,41.7232,0
132,3.17061,41.78,0
133,-1.28675,41.7713,0
134,3.19275,41.3024,0
135,2.44799,41.3377,0
136,1.01221,41.3916,0
137,2.86381,41.3201,0
138,2.53895,41.8226,0
139,0.652358,41.6833,0
140,2.95625,41.2105,0
141,2.05624,41.7799,0
142,2.73907,41.5838,0
143,0.19292,41.4039,0
144,-1.90824,41.2266,0
145,3.31292,41.8747,0
146,-1.17188,41.499,0
147,-1.19959,41.2945,0
148,3.40639,41.4131,0
149,-0.309029,41.7895,0
150,2.29291,41.4736,0
151,2.85405,41.4468,0
152,0.906787,41.8417,0
153,1.03301,41.6805,0
154,2.7908,41.5484,0
155,1.60142,41.0711,0
156,3.07553,41.3319,0
157,2.66801,41.3151,0
158,1.57486,41.8305,0
159,4.79379,42.3375,0
160,0.683916,41.4464,0
161,4.30425,41.5736,0
162,-4.99684,41.4194,0
163,0.407559,41.5083,0
164,1.31942,41.2904,0
165,-2.36349,41.9116,0
166,4.31274,41.5094,0
167,3.94453,41.3956,0
168,46.3802,3.32142,1
169,48.4628,3.09102,1
170,46.1492,3.13285,1
171,48.8009,2.98271,1
