id, a0, a1, class
11,8.04731,-4.88662,0
12,11.2375,3.01746,0
13,5.1105,0.269883,0
14,6.34456,-3.71832,0
15,9.09493,2.02836,0
16,8.01686,-2.26484,0
17,9.95815,6.67136,0
18,10.073,-5.96494,0
19,8.5259,-1.55089,0
20,8.63238,-1.97034,0
21,8.28997,0.706405,0
22,7.90183,-0.888256,0
23,7.32836,-0.803496,0
24,9.67965,-0.771563,0
25,8.79674,0.706112,0
26,8.32337,4.08369,0
27,9.81871,-0.849995,0
28,8.43905,1.03966,0
29,9.78637,0.184881,0
30,7.64558,-4.89767,0
31,8.22954,-2.59089,0
32,8.80164,0.217603,0
33,9.27446,-2.85584,0
34,7.9565,-3.16253,0
35,6.88808,1.16889,0
36,10.5153,-0.505739,0
37,9.5922,-2.58048,0
38,9.73777,4.52998,0
39,5.24049,1.31851,0
40,6.41871,-0.0358384,0
41,9.62282,1.48769,0
42,7.20748,-3.67993,0
43,9.69823,5.00318,0
44,5.90921,-2.06383,0
45,7.39026,1.22465,0
46,7.80643,3.19455,0
47,10.0482,0.524928,0
48,6.54353,0.00109869,0
49,8.50854,0.628461,0
50,6.85735,0.0607903,0
51,11.291,-1.66965,0
52,6.44954,2.40385,0
53,9.73731,-1.24028,0
54,7.60214,-2.23978,0
55,8.62179,-4.88772,0
56,8.36149,-4.5666,0
57,8.63232,0.0943378,0
58,6.62618,-1.77265,0
59,6.73818,-1.92942,0
60,8.52811,4.67163,0
61,7.58597,-2.13659,0
62,9.29786,-2.65974,0
63,8.65448,-0.523772,0
64,8.07383,1.14914,0
65,9.8528,1.39256,0
66,5.85915,-2.42513,0
67,8.84712,0.805192,0
68,9.17578,-1.14853,0
69,10.0153,4.45207,0
70,8.31818,2.45892,0
71,8.59704,-2.09505,0
72,8.53503,-5.78822,0
73,8.82572,4.51317,0
74,8.31072,-4.95844,0
75,8.18246,-0.25343,0
76,9.65633,1.97728,0
77,6.59622,1.5515,0
78,8.55303,-4.08889,0
79,11.4203,1.35158,0
80,12.4761,-2.50378,0
81,9.9861,-1.87648,0
82,7.16331,1.61416,0
83,9.41639,-0.680316,0
84,10.9345,-2.79792,0
85,7.41624,-1.52791,0
86,11.309,-1.57946,0
87,10.4984,-2.0423,0
88,8.887,5.581,0
89,9.25853,-7.16143,0
90,7.64768,-1.50731,0
91,7.73847,-4.43388,0
92,7.92336,-6.30531,0
93,8.55215,1.02912,0
94,8.89508,-5.53115,0
95,6.26833,-0.508081,0
96,7.1283,-1.64686,0
97,9.26061,-3.68983,0
98,9.33413,-8.03635,0
99,5.77097,4.97839,0
100,11.2793,-1.18948,0
101,7.91054,-1.08779,0
102,8.72444,-0.488243,0
103,8.7434,-1.68898,0
104,10.6764,-3.88999,0
105,11.2826,-3.23266,0
106,6.76457,-0.640593,0
107,6.80258,2.78013,0
108,11.1112,0.323643,0
109,7.19656,0.793745,0
110,9.55187,-0.809177,0
111,6.43023,-0.542349,0
112,8.54799,3.08994,0
113,9.49333,3.42415,0
114,7.64632,0.452481,0
115,9.21912,0.197608,0
116,8.6011,-2.11131,0
117,8.33068,2.61018,0
118,8.6887,-2.72417,0
119,8.9796,0.0784963,0
120,6.83457,-3.28685,0
121,9.81484,-2.21538,0
122,5.66555,1.82633,0
123,10.6438,-1.77971,0
124,8.97819,-0.819641,0
125,10.6987,-1.83115,0
126,7.12177,-1.7971,0
127,7.54859,-0.52922,0
128,9.98119,-0.639174,0
129,8.56338,-2.94232,0
130,7.73968,-1.98427,0
131,6.49574,3.20202,0
132,6.99226,-0.262286,0
133,10.3891,2.13512,0
134,7.5888,0.596278,0
135,9.7318,-1.58389,0
136,5.1857,3.76842,0
137,10.6456,-1.70854,0
138,8.27424,0.421787,0
139,9.26922,-2.5318,0
140,12.4228,-1.64796,0
141,7.23462,-0.771073,0
142,8.82901,-2.98353,0
143,7.79333,1.11653,0
144,4.5274,-5.34881,0
145,6.38176,1.54411,0
146,7.55688,-0.228735,0
147,10.0207,-3.94477,0
148,9.33372,-4.59182,0
149,9.88245,-4.36024,0
150,6.87607,3.66085,0
151,8.27782,1.04327,0
152,11.5177,0.653945,0
153,7.2691,7.82304,0
154,8.17629,-0.00301371,0
155,9.08218,4.29567,0
156,7.568,-1.5908,0
157,8.42283,1.14002,0
158,5.03,-0.346601,0
159,8.65172,-2.78889,0
160,8.76908,-4.75674,0
161,8.32882,0.215972,0
162,6.929,-6.73162,0
163,7.94977,-1.9159,0
164,6.82108,0.631436,0
165,6.97004,0.426509,0
166,9.68758,2.02541,0
167,8.92996,-4.7527,0
168,8.75096,1.85807,0
169,8.42768,1.13994,0
170,10.6104,-1.65432,0
171,7.8959,-4.43924,0
172,8.10868,-0.261993,0
173,9.52777,-1.32396,0
174,7.6344,-1.01118,0
175,6.2777,0.721938,0
176,9.94383,-6.27115,0
177,7.85773,-6.72987,0
178,8.32597,0.399484,0
179,8.83376,2.33812,0
180,8.22174,-1.30255,0
181,5.30873,-1.82709,0
182,8.86261,-3.06555,0
183,9.23656,-1.56509,0
184,9.10141,-1.59429,0
185,7.06025,-4.17356,0
186,8.8326,2.07759,0
187,9.35763,0.653313,0
188,8.00377,-5.53162,0
189,9.48813,-4.12359,0
190,5.33993,-2.42673,0
191,9.50472,-0.765174,0
192,9.4976,0.152342,0
193,9.54728,-2.98279,0
194,10.0872,0.256121,0
195,7.93712,-0.396255,0
196,9.21533,-0.21478,0
197,7.3464,-3.91658,0
198,10.1684,-1.56355,0
199,6.84861,3.28279,0
200,8.08902,-2.21061,0
201,8.07584,-3.88074,0
202,8.675,-2.25913,0
203,7.00021,-5.68293,0
204,5.36902,2.33533,0
205,8.3592,1.96,0
206,5.93486,4.28185,0
207,8.37233,-2.23977,0
208,8.83886,-0.980635,0
209,9.75976,2.39212,0
210,8.2301,-6.47759,0
211,9.57437,0.585527,0
212,9.45646,-0.560136,0
213,5.96911,2.77774,0
214,7.28703,-1.55722,0
215,9.95839,1.60826,0
216,5.86939,-0.564397,0
217,8.62758,-1.08039,0
218,10.0574,-0.941047,0
219,8.34141,0.98093,0
220,11.0024,-3.24136,0
